2026-08-01 19:50:00 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | test | test cennika - zmiana treści
2026-08-01 19:50:23 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | Wszystkie wizyty obejmują indywidualną ocenę oraz terapię dopasowaną bezpośrednio do Twoich potrzeb.
2026-08-01 19:54:40 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | test | test
2026-08-01 19:56:35 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | Wszystkie wizyty obejmują indywidualną ocenę oraz terapię dopasowaną bezpośrednio do Twoich potrzeb.
2026-08-01 20:32:19 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | Wszystkie wizyty obejmują indywidualną ocenę oraz terapię dopasowaną bezpośrednio do Twoich potrzeb.
2026-08-01 20:32:23 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | test | Wszystkie wizyty obejmują indywidualną ocenę oraz terapię dopasowaną bezpośrednio do Twoich potrzeb.
2026-08-01 20:32:40 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | Wszystkie wizyty obejmują indywidualną ocenę oraz terapię dopasowaną bezpośrednio do Twoich potrzeb.
2026-08-01 20:32:41 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | Wszystkie wizyty obejmują indywidualną ocenę oraz terapię dopasowaną bezpośrednio do Twoich potrzeb.
2026-08-01 22:43:14 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | Wszystkie wizyty obejmują indywidualną ocenę oraz terapię dopasowaną bezpośrednio do Twoich potrzeb.
2026-08-01 22:43:15 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | Wszystkie wizyty obejmują indywidualną ocenę oraz terapię dopasowaną bezpośrednio do Twoich potrzeb.
2026-08-01 22:43:19 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | test | test
2026-08-01 22:46:57 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | Tutaj będą ceny
2026-08-01 22:51:39 | MpFizAdm | 94.246.142.199 | Edycja pozycji | Wizyta w klasztorze | 666 PLN
2026-08-01 22:55:43 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | gitara
2026-08-01 22:56:11 | MpFizAdm | 94.246.142.199 | Edycja pozycji | Wizyta w klasztorze | 666 PLN
2026-08-01 22:58:02 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | gitara gra
2026-08-01 22:58:11 | MpFizAdm | 94.246.142.199 | Edycja pozycji | Wizyta w klasztorze | 666 PLN
2026-08-01 22:59:27 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | gitara gra
2026-08-01 22:59:31 | MpFizAdm | 94.246.142.199 | Edycja pozycji | Wizyta w klasztorze | 666 PLN
2026-08-01 23:08:35 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | gitara gra
2026-08-01 23:10:11 | MpFizAdm | 94.246.142.199 | Edycja pozycji | Ale fajnie działa | 10 zł
2026-08-01 23:10:30 | MpFizAdm | 94.246.142.199 | Edycja pozycji | Ale fajnie działa | 10 zł
2026-08-01 23:24:05 | MpFizAdm | 94.246.142.199 | Edycja pozycji | chochlik | 150 PLN
2026-08-01 23:35:22 | MpFizAdm | 94.246.142.199 | Dodanie nowej pozycji | ale jajca działa dodawanie | 66666
2026-08-01 23:37:07 | MpFizAdm | 94.246.142.199 | Usunięcie pozycji | Kinesiotaping | 
2026-08-01 23:37:33 | MpFizAdm | 94.246.142.199 | Nagłówek cennika |  | gitara gra
2026-08-01 23:37:41 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | gitara gra
2026-08-01 23:38:57 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Test zmian | dzieje się
2026-08-01 23:39:40 | MpFizAdm | 94.246.142.199 | Dodanie nowej pozycji | Nowa pozycja | 170 zł
2026-08-01 23:40:38 | MpFizAdm | 94.246.142.199 | Edycja pozycji | Edycja | 170 zł
2026-08-01 23:40:53 | MpFizAdm | 94.246.142.199 | Usunięcie pozycji | chochlik | 
2026-08-02 09:50:34 | MpFizAdm | 94.246.142.199 | Cennik | Edycja | Nagłówek | Główny tytuł i opis | Tytuł: -> Tytuł: Cennik
2026-08-02 09:51:08 | MpFizAdm | 94.246.142.199 | Cennik | Edycja | Pozycja | Logi są wszędzie |  -> 10 zł
2026-08-02 09:52:53 | MpFizAdm | 94.246.142.199 | Cennik | Edycja | Nagłówek | Główny tytuł i opis | Tytuł: -> Tytuł: sprawdź tytuł główny
2026-08-02 09:53:45 | MpFizAdm | 94.246.142.199 | Cennik | Dodanie | Pozycja | 222 |  -> 4444
2026-08-02 09:54:22 | MpFizAdm | 94.246.142.199 | Cennik | Usunięcie | Pozycja | Ale fajnie działa | 40 zł -> 
2026-08-02 09:57:45 | MpFizAdm | 94.246.142.199 | Cennik | Edycja | Nagłówek | Tytuł, opis | Tytuł: sprawdź tytuł główny -> Tytuł: sprawdź tytuł główny
2026-08-02 10:00:27 | MpFizAdm | 94.246.142.199 | Cennik | Edycja | Nagłówek | Tytuł, opis | Tytuł: sprawdź tytuł główny -> Tytuł: nowy tytuł
2026-08-02 10:01:29 | MpFizAdm | 94.246.142.199 | Cennik | Edycja | Nagłówek | Tytuł, opis | Tytuł: nowy tytuł -> Tytuł: jeszcze nowy tytuł
2026-08-02 10:07:08 | MpFizAdm | 94.246.142.199 | Cennik | Edycja | Nagłówek | jeszcze nowy tytuł [;] nowy opis -> Zmiana tytułu [;] Zmiana opisu
2026-08-04 00:22:26 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Usunięcie | Usunięto krok: Test dodania nowej poz... | {"status etapu":{"old":"aktywny na stronie","new":"[Usunięto bezpowrotnie]"},"treść opisu przed usunięciem":{"old":"Test dodania pozycji","new":""}}
2026-08-04 00:22:28 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Usunięcie | Usunięto krok: Zmiana ikony na domyślną | {"status etapu":{"old":"aktywny na stronie","new":"[Usunięto bezpowrotnie]"},"treść opisu przed usunięciem":{"old":"test-opisu","new":""}}
2026-08-04 00:23:06 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Sortowanie | Kolejność: test | {"zmiana pozycji":{"old":"Pozycja 5","new":"Pozycja 4"}}
2026-08-04 00:23:35 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Sortowanie | Kolejność: Terapia dopasowana do Ciebie | {"zmiana pozycji":{"old":"Pozycja 3","new":"Pozycja 2"}}
2026-08-04 00:23:53 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Sortowanie | Kolejność: test | {"zmiana pozycji":{"old":"Pozycja 4","new":"Pozycja 3"}}
2026-08-04 00:25:40 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Sortowanie | Kolejność: Ocena funkcjonalna | {"zmiana pozycji":{"old":"Pozycja 4","new":"Pozycja 3"}}
2026-08-04 00:25:41 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Sortowanie | Kolejność: test | {"zmiana pozycji":{"old":"Pozycja 4","new":"Pozycja 3"}}
2026-08-04 00:25:42 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Sortowanie | Kolejność: test | {"zmiana pozycji":{"old":"Pozycja 3","new":"Pozycja 2"}}
2026-08-04 00:25:46 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Edycja | Krok: test | {"tytuł etapu":{"old":"test","new":"test"},"treść opisu":{"old":"test","new":"test"},"szeroki panel":{"old":"nie, standardowy","new":"tak, szeroki"}}
2026-08-04 09:30:01 | MpFizAdm | 94.246.142.199 | Jak pracuję | Sortowanie | Kolejność: Terapia manualna | {"zmiana pozycji":{"old":"Pozycja 1","new":"Pozycja 2"}}
2026-08-04 09:30:03 | MpFizAdm | 94.246.142.199 | Jak pracuję | Sortowanie | Kolejność: Terapia manualna | {"zmiana pozycji":{"old":"Pozycja 2","new":"Pozycja 3"}}
2026-08-04 09:30:18 | MpFizAdm | 94.246.142.199 | Jak pracuję | Edycja | Metoda: Suche igłowanie | {"nazwa metody":{"old":"Suche igłowanie","new":"test"},"opis techniki":{"old":"Technika wykorzystująca cienkie igły do pracy z punktami spustowymi, redukcji napięcia mięśniowego i poprawy funkcji tkanek.","new":"Technika wykorzystująca cienkie igły do pracy z punktami spustowymi, redukcji napięcia mięśniowego i poprawy funkcji tkanek."},"szeroki panel":{"old":"nie, standardowy","new":"tak, szeroki"}}
2026-08-04 09:30:37 | MpFizAdm | 94.246.142.199 | Jak pracuję | Dodanie | Metoda pracy | {"[Nowa Metoda 6]":{"old":"[nowy element]","new":"test"},"opis techniki":{"old":"[nowy element]","new":"popo"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"nie, standardowy"},"ikona":{"old":"[nowy element]","new":"domyślna (konfiguracja)"}}
2026-08-04 09:31:11 | MpFizAdm | 94.246.142.199 | Jak pracuję | Usunięcie | Usunięto metodę: test | {"status metody":{"old":"widoczna na stronie","new":"[Usunięto bezpowrotnie]"},"opis przed usunięciem":{"old":"popo","new":""}}
2026-08-04 09:31:14 | MpFizAdm | 94.246.142.199 | Jak pracuję | Usunięcie | Usunięto metodę: test | {"status metody":{"old":"widoczna na stronie","new":"[Usunięto bezpowrotnie]"},"opis przed usunięciem":{"old":"Technika wykorzystująca cienkie igły do pracy z punktami spustowymi, redukcji napięcia mięśniowego i poprawy funkcji tkanek.","new":""}}
2026-08-04 09:32:57 | MpFizAdm | 94.246.142.199 | Jak pracuję | Edycja | Metoda: Terapia manualna | {"nazwa metody":{"old":"Terapia manualna","new":"Terapia manualna"},"opis techniki":{"old":"Praca z tkankami miękkimi, stawami i powięzią w celu redukcji bólu, poprawy ruchomości i przywrócenia prawidłowych wzorców ruchowych.","new":"Praca z tkankami miękkimi, stawami i powięzią w celu redukcji bólu, poprawy ruchomości i przywrócenia prawidłowych wzorców ruchowych."},"szeroki panel":{"old":"nie, standardowy","new":"tak, szeroki"},"ikona graficzna":{"old":"własna ikona SVG","new":"własna ikona SVG (oczyszczona)"}}
2026-08-04 09:33:15 | MpFizAdm | 94.246.142.199 | Jak pracuję | Edycja | Nagłówek | {"tytuł sekcji":{"old":"Jak pracuję","new":"ololo"},"opis wprowadzający":{"old":"W pracy wykorzystuję sprawdzone, bezpieczne i skuteczne metody terapeutyczne. Każdą z nich dobieram indywidualnie do Twojego aktualnego stanu i celów.","new":"trololo"}}
2026-08-04 10:45:58 | MpFizAdm | 94.246.142.199 | Kontakt | Edycja | Nagłówki opisu | {"tytuł sekcji":{"old":"Lokalizacja i dojazd","new":"test"},"opis sekcji":{"old":"Pracuję w Jaworznie i okolicach, oferując zarówno dogodne wizyty domowe, jak i przyjęcia w profesjonalnym gabinecie.","new":"test"}}
2026-08-04 10:46:55 | MpFizAdm | 94.246.142.199 | Kontakt | Edycja | Karta: Wizyty domowe | {"tytuł":{"old":"Wizyty domowe","new":"test domowych"},"opis wariantu":{"old":"Dojeżdżam do pacjentów w komfortowym środowisku domowym — bez pośpiechu i w przyjaznej atmosferze.","new":"test wariantów"},"obszar dojazdu":{"old":"Jaworzno, Sosnowiec, Chrzanów, Mysłowice i okolice","new":"Kolebnka"},"forma terapii":{"old":"Wygodna rehabilitacja u Ciebie w domu","new":"bolesna"},"ikona":{"old":"wyjściowa","new":"zmieniona"}}
2026-08-04 10:47:31 | MpFizAdm | 94.246.142.199 | Kontakt | Edycja | Karta: Wizyty domowe | {"szeroki układ":{"old":"nie, standardowy","new":"tak, szeroki"},"ikona":{"old":"wyjściowa","new":"zmieniona"}}
2026-08-04 10:47:44 | MpFizAdm | 94.246.142.199 | Kontakt | Edycja | Karta: Wizyty domowe | {"szeroki układ":{"old":"tak, szeroki","new":"nie, standardowy"}}
2026-08-04 10:48:07 | MpFizAdm | 94.246.142.199 | Kontakt | Edycja | Karta: Gabinet stacjonarny | {"tytuł":{"old":"Gabinet Delmed Clinic","new":"ddddd"},"opis wariantu":{"old":"Przyjmuję w gabinecie raz w tygodniu, jeśli wolisz terapię w warunkach klinicznych.","new":"ddddd"},"placówka":{"old":"Delmed Clinic - ul. Bogusławskiego 5, 43-600 Jaworzno","new":"tratatat"},"tekst linku":{"old":"DELMED Clinic","new":"Link test"},"szeroki układ":{"old":"nie, standardowy","new":"tak, szeroki"}}
2026-08-04 11:46:00 | MpFizAdm | 94.246.142.199 | Gdzie pracuję | Dodanie | Lokalizacja działalności | {"[Nowa Lokalizacja 3]":{"old":"[nowy element]","new":"test"},"krótki opis":{"old":"[nowy element]","new":"Telefon"},"układ kafelka":{"old":"wyjściowo: standardowy","new":"standardowy kwadrat"},"liczba wpisów specyfikacji":{"old":"0","new":2},"ikona graficzna":{"old":"[nowy element]","new":"domyślna (gwiazda z konfiguracji globalnej)"}}
2026-08-04 11:46:51 | MpFizAdm | 94.246.142.199 | Gdzie pracuję | Dodanie | Lokalizacja działalności | {"[Nowa Lokalizacja 4]":{"old":"[nowy element]","new":"aasdasda"},"krótki opis":{"old":"[nowy element]","new":"asdasdasd"},"układ kafelka":{"old":"wyjściowo: standardowy","new":"szeroki na całą siatkę"},"liczba wpisów specyfikacji":{"old":"0","new":2},"ikona graficzna":{"old":"[nowy element]","new":"własna (oczyszczony kod ścieżek SVG)"}}
2026-08-04 11:52:38 | MpFizAdm | 94.246.142.199 | Gdzie pracuję | Dodanie | Lokalizacja działalności | {"[Nowa Lokalizacja 5]":{"old":"[nowy element]","new":"test"},"krótki opis":{"old":"[nowy element]","new":"test"},"układ kafelka":{"old":"wyjściowo: standardowy","new":"szeroki na całą siatkę"},"liczba wpisów specyfikacji":{"old":"0","new":2},"ikona graficzna":{"old":"[nowy element]","new":"domyślna (gwiazda z konfiguracji globalnej)"}}
2026-08-04 12:05:46 | MpFizAdm | 94.246.142.199 | Gdzie pracuję | Edycja | Modyfikacja: test | {"nazwa lokalizacji":{"old":"test","new":"Trpanacja czaszki"},"krótki opis":{"old":"Telefon","new":"Zmiana opisu"},"szeroki układ":{"old":"nie, standardowy","new":"tak, szeroki"},"liczba wpisów specyfikacji":{"old":2,"new":3},"ikona graficzna":{"old":"wyjściowa","new":"zmodyfikowana \/ odświeżona"}}
2026-08-04 12:06:18 | MpFizAdm | 94.246.142.199 | Gdzie pracuję | Edycja | Modyfikacja: Trpanacja czaszki | {"nazwa lokalizacji":{"old":"Trpanacja czaszki","new":"Trpanacja czaszki"},"krótki opis":{"old":"Zmiana opisu","new":"Zmiana opisu"},"szeroki układ":{"old":"tak, szeroki","new":"tak, szeroki"},"liczba wpisów specyfikacji":{"old":3,"new":3},"ikona graficzna":{"old":"wyjściowa","new":"zmodyfikowana \/ odświeżona"}}
2026-08-04 12:06:38 | MpFizAdm | 94.246.142.199 | Gdzie pracuję | Edycja | Modyfikacja: aasdasda | {"nazwa lokalizacji":{"old":"aasdasda","new":"aasdasda"},"krótki opis":{"old":"asdasdasd","new":"asdasdasd"},"szeroki układ":{"old":"tak, szeroki","new":"tak, szeroki"},"liczba wpisów specyfikacji":{"old":2,"new":2},"ikona graficzna":{"old":"wyjściowa","new":"zmodyfikowana \/ odświeżona"}}
2026-08-04 12:07:37 | MpFizAdm | 94.246.142.199 | Gdzie pracuję | Edycja | Modyfikacja: aasdasda | {"nazwa lokalizacji":{"old":"aasdasda","new":"aasdasda"},"krótki opis":{"old":"asdasdasd","new":"ojej"},"szeroki układ":{"old":"tak, szeroki","new":"tak, szeroki"},"liczba wpisów specyfikacji":{"old":2,"new":2},"ikona graficzna":{"old":"wyjściowa","new":"zmodyfikowana \/ odświeżona"}}
2026-08-04 12:11:02 | MpFizAdm | 94.246.142.199 | Gdzie pracuję | Edycja | Nagłówki opisu | {"tytuł główny sekcji":{"old":"Lokalizacja i dojazd","new":"test"},"tekst wprowadzający":{"old":"Pracuję w Jaworznie i okolicach, oferując zarówno dogodne wizyty domowe, jak i przyjęcia w profesjonalnym gabinecie.","new":"test"}}
2026-08-04 12:12:16 | MpFizAdm | 94.246.142.199 | Gdzie pracuję | Usunięcie | Kasowanie: aasdasda | {"status lokalizacji":{"old":"aktywna na stronie","new":"[Usunięto bezpowrotnie]"},"krótki opis przed usunięciem":{"old":"ojej","new":""},"usunięta liczba linii specyfikacji":{"old":2,"new":"0"}}
2026-08-04 12:18:00 | MpFizAdm | 94.246.142.199 | Gdzie pracuję | Usunięcie | Kasowanie: test | {"status lokalizacji":{"old":"aktywna na stronie","new":"[Usunięto bezpowrotnie]"},"krótki opis przed usunięciem":{"old":"test","new":""},"usunięta liczba linii specyfikacji":{"old":2,"new":"0"}}
2026-08-04 12:18:03 | MpFizAdm | 94.246.142.199 | Gdzie pracuję | Usunięcie | Kasowanie: Gabinet Delmed Clinic | {"status lokalizacji":{"old":"aktywna na stronie","new":"[Usunięto bezpowrotnie]"},"krótki opis przed usunięciem":{"old":"Przyjmuję w gabinecie raz w tygodniu, jeśli wolisz terapię w warunkach klinicznych.","new":""},"usunięta liczba linii specyfikacji":{"old":2,"new":"0"}}
2026-08-04 12:19:45 | MpFizAdm | 94.246.142.199 | Gdzie pracuję | Sortowanie | Kolejność: Trpanacja czaszki | {"zmiana pozycji":{"old":"Pozycja 2","new":"Pozycja 1"}}
2026-08-04 12:52:45 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 3]":{"old":"[nowy element]","new":"Socjal Media"},"liczba dodanych pozycji danych":{"old":"0","new":2}}
2026-08-04 13:06:47 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 4]":{"old":"[nowy element]","new":"test-tytuł"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"nie, standardowy"},"liczba dodanych pozycji danych":{"old":"0","new":2}}
2026-08-04 13:08:51 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 5]":{"old":"[nowy element]","new":"test 2"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"tak, szeroki"},"liczba dodanych pozycji danych":{"old":"0","new":2}}
2026-08-04 13:11:44 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 6]":{"old":"[nowy element]","new":"test3"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"tak"},"liczba pozycji":{"old":"0","new":2}}
2026-08-04 13:14:54 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 7]":{"old":"[nowy element]","new":"test4"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"tak"},"liczba pozycji":{"old":"0","new":2}}
2026-08-04 13:16:46 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 8]":{"old":"[nowy element]","new":"test5"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"tak"},"liczba pozycji":{"old":"0","new":2}}
2026-08-04 13:19:01 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 9]":{"old":"[nowy element]","new":"test"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"nie"},"liczba pozycji":{"old":"0","new":2}}
2026-08-04 14:04:49 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 10]":{"old":"[nowy element]","new":"tt"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"tak, szeroki"},"liczba pozycji":{"old":"0","new":2}}
2026-08-04 15:07:50 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 11]":{"old":"[nowy element]","new":"test"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"nie"},"liczba pozycji":{"old":"0","new":2}}
2026-08-04 15:53:40 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 3]":{"old":"[nowy element]","new":"test"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"tak, szeroki"},"liczba pozycji":{"old":"0","new":1}}
2026-08-04 16:11:10 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 4]":{"old":"[nowy element]","new":"telefon"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"tak, szeroki"},"liczba pozycji":{"old":"0","new":1}}
2026-08-04 16:12:32 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 5]":{"old":"[nowy element]","new":"testowe 4"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"nie, standardowy"},"liczba pozycji":{"old":"0","new":2}}
2026-08-04 16:15:01 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 6]":{"old":"[nowy element]","new":"telefon"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"nie, standardowy"},"liczba pozycji":{"old":"0","new":2}}
2026-08-04 16:15:57 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 7]":{"old":"[nowy element]","new":"1"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"nie, standardowy"},"liczba pozycji":{"old":"0","new":2}}
2026-08-04 16:16:28 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 8]":{"old":"[nowy element]","new":"2"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"nie, standardowy"},"liczba pozycji":{"old":"0","new":1}}
2026-08-04 16:17:27 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 9]":{"old":"[nowy element]","new":"6"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"nie, standardowy"},"liczba pozycji":{"old":"0","new":2}}
2026-08-04 16:21:10 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 10]":{"old":"[nowy element]","new":"7"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"nie, standardowy"},"liczba pozycji":{"old":"0","new":1}}
2026-08-04 16:23:24 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 11]":{"old":"[nowy element]","new":"aaaaa"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"nie"},"liczba pozycji":{"old":"0","new":2}}
2026-08-04 16:24:29 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 12]":{"old":"[nowy element]","new":"ddddd"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"nie"},"liczba pozycji":{"old":"0","new":2}}
2026-08-04 16:31:00 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 13]":{"old":"[nowy element]","new":"rrrrrr"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"nie"},"liczba pozycji":{"old":"0","new":2}}
2026-08-04 18:57:59 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 14]":{"old":"[nowy element]","new":"test"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"nie, standardowy"},"liczba pozycji":{"old":"0","new":2}}
2026-08-04 19:02:24 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 15]":{"old":"[nowy element]","new":"Test 2"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"nie"},"liczba pozycji":{"old":"0","new":2}}
2026-08-04 19:08:18 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 16]":{"old":"[nowy element]","new":"Test 3"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"nie"},"liczba pozycji":{"old":"0","new":2}}
2026-08-04 19:18:03 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 17]":{"old":"[nowy element]","new":"Test diagnostyczny"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"nie, standardowy"},"liczba pozycji danych":{"old":"0","new":4}}
2026-08-04 19:29:48 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 18]":{"old":"[nowy element]","new":"dodaj ikone"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"nie, standardowy"},"liczba pozycji danych":{"old":"0","new":4},"ikona nagłówka":{"old":"[nowy element]","new":"własna ikona SVG (oczyszczona)"}}
2026-08-04 19:47:39 | MpFizAdm | 94.246.142.199 | Kontakt | Dodanie | Karta informacji | {"[Nowa Karta Kontaktu 4]":{"old":"[nowy element]","new":"test"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"tak"},"ikona nagłówka":{"old":"wyjściowo: brak","new":"włączona (domyślna gwiazda systemowa)"},"liczba pozycji danych":{"old":"0","new":1}}
2026-08-04 19:51:28 | MpFizAdm | 94.246.142.199 | Kontakt | Edycja | Modyfikacja: Dane kontaktowe | {"nazwa karty":{"old":"Dane kontaktowe","new":"Dane kontaktowe -test"},"szeroki układ":{"old":"nie","new":"nie"},"liczba pozycji danych":{"old":4,"new":4},"obsługa ikony nagłówka":{"old":"wyłączona","new":"włączona (domyślna gwiazda systemowa)"}}
2026-08-04 19:52:20 | MpFizAdm | 94.246.142.199 | Kontakt | Edycja | Modyfikacja: dodaj ikone | {"nazwa karty":{"old":"dodaj ikone","new":"dodaj ikone"},"szeroki układ":{"old":"nie","new":"nie"},"liczba pozycji danych":{"old":4,"new":4},"obsługa ikony nagłówka":{"old":"aktywna","new":"wyłączona (czysty tekst bez ikony)"}}
2026-08-04 19:55:26 | MpFizAdm | 94.246.142.199 | Kontakt | Edycja | Nagłówki opisu | {"tytuł główny kontaktu":{"old":"Napisz lub zadzwoń","new":"test"},"tekst wprowadzający kontaktu":{"old":"Jeśli chcesz umówić wizytę lub uzyskać dodatkowe informacje, skontaktuj się ze mną bezpośrednio.","new":"test"}}
2026-08-04 19:55:37 | MpFizAdm | 94.246.142.199 | Kontakt | Edycja | Modyfikacja: Informacje o praktyce | {"nazwa karty":{"old":"Informacje o praktyce","new":"Informacje o praktyce"},"szeroki układ":{"old":"nie","new":"tak"},"liczba pozycji danych":{"old":4,"new":4}}
2026-08-04 19:55:43 | MpFizAdm | 94.246.142.199 | Kontakt | Edycja | Modyfikacja: Dane kontaktowe -test | {"nazwa karty":{"old":"Dane kontaktowe -test","new":"Dane kontaktowe -test"},"szeroki układ":{"old":"nie","new":"tak"},"liczba pozycji danych":{"old":4,"new":4},"obsługa ikony nagłówka":{"old":"aktywna","new":"włączona (własna oczyszczona ikona)"}}
2026-08-04 19:55:52 | MpFizAdm | 94.246.142.199 | Kontakt | Usunięcie | Kasowanie: dodaj ikone | {"status karty kontaktu":{"old":"aktywna na stronie","new":"[Usunięto bezpowrotnie]"},"usunięta liczba pozycji danych":{"old":4,"new":"0"}}
2026-08-04 19:55:59 | MpFizAdm | 94.246.142.199 | Kontakt | Usunięcie | Kasowanie: test | {"status karty kontaktu":{"old":"aktywna na stronie","new":"[Usunięto bezpowrotnie]"},"usunięta liczba pozycji danych":{"old":1,"new":"0"}}
2026-08-04 19:56:05 | MpFizAdm | 94.246.142.199 | Kontakt | Sortowanie | Kolejność: Dane kontaktowe -test | {"przesunięcie wariantu":{"old":"Pozycja nr 2","new":"Pozycja nr 1"}}
